lat,ceph01_volume-0f9251c6-b47b-47cd-8d82-6b9e40dcb47d,ceph01_volume-14df5c45-05ec-4948-8b37-b0a75f45f39f,ceph01_volume-17d8eb9d-b2f0-47c6-ad31-677d68f273b9,ceph01_volume-2325319c-20a4-42bc-a276-a23979295249,ceph01_volume-23d22056-4d10-4ea7-a524-738a10df0ae7,ceph01_volume-2410935d-498e-4e8f-af6a-267ee8652592,ceph01_volume-27c40d03-e47f-4493-a341-ca7b9877096c,ceph01_volume-3a348ac5-c173-4be3-a48b-41863d612a5b,ceph01_volume-3a50cef3-a9e8-4a80-91c5-98650b3ae9cc,ceph01_volume-3d2c8a4a-c251-43db-af53-0c56e925634c,ceph01_volume-3ddbbee3-7fa4-4412-a235-7c06bd55d280,ceph01_volume-46699afd-79a7-4533-b001-0b3d0e48846e,ceph02_volume-4d3fb549-56c0-4b92-8ed2-5c68a0ce7323,ceph02_volume-528ad611-1b5f-467c-94bb-9d12a200ac7d,ceph02_volume-572a1623-8e19-48d2-a446-30d0b70ba1f7,ceph02_volume-5f7be806-1865-4ae4-81c7-fd5c0681c62b,ceph02_volume-63b287ff-773b-4afb-86b1-3be67ce0a368,ceph02_volume-651d9c42-a8a5-48a3-a00e-f28b16334518,ceph02_volume-68876b21-5e5b-4616-a1d4-df8a458be420,ceph02_volume-6f9ee210-882b-4743-8d96-c041085512c1,ceph02_volume-77fddc94-2a92-4018-8862-6cad679f90ba,ceph02_volume-790ba75e-0cb9-4c05-bb1a-5b9dd760b188,ceph02_volume-81137809-6c5c-46ee-82e1-65c37fe79c2f,ceph02_volume-81364064-4601-4015-ac99-51b9064d68b8,ceph03_volume-8646ab1f-ca66-4007-88a8-202664786297,ceph03_volume-89e41357-2136-4563-9422-8b35664430e8,ceph03_volume-9594445c-4de7-43b7-935d-11ac9e565647,ceph03_volume-96bd0904-5227-44fc-b993-d78e5770e887,ceph03_volume-98094404-11f0-4079-8946-ef23d339f614,ceph03_volume-9d114a88-0fbe-4634-b63b-8c21a2f4fecb,ceph03_volume-a4b2ee3d-ea47-4036-8784-b28d803eca52,ceph03_volume-a4c83135-44f6-4343-9564-45f3bc141860,ceph03_volume-a694efda-3177-44fc-925c-e8658af52ba3,ceph03_volume-b6cfbcca-5a67-4b17-aa25-c7c768755e4d,ceph03_volume-b805fad5-325d-4e9b-9364-51514f3c7d9d,ceph03_volume-b80a9d9b-a5fe-4d14-86e6-764dc9b823e7,ceph04_volume-b83d8b50-d0dd-4528-89ef-a2e8ca8474d4,ceph04_volume-c117ee3d-d52c-4034-97d8-53fe9fce41bd,ceph04_volume-c29c35b0-6cab-48c1-b44d-1fa91a46981f,ceph04_volume-c5265c8a-1f4f-4641-80a9-569915133bd7,ceph04_volume-c89efedf-dac7-40dc-9b0e-daf57df871e9,ceph04_volume-d1b62d52-1ed9-4880-9fab-ef3a6911c614,ceph04_volume-e7609d93-cf74-4908-9a07-dad1541298c1,ceph04_volume-ea8d61dc-14a0-4065-b55e-a4bb4bdaa3d7,ceph04_volume-eb7a2798-ea0f-46af-ab9a-f78cd559203d,ceph04_volume-ef064ec8-d1e3-4d72-82a5-7c4ba53c05d0,ceph04_volume-f82e661e-b776-4645-af92-18fd00b66f26,ceph04_volume-fe7cf3bd-7e6c-4fbb-9be9-457c5c2f23e5
241,57390,8931,49053,12829,3009,33080,2405,12848,4850,3858,34260,16329,3442,6130,10262,2707,3455,1006,11434,59085,10039,6435,1541,3481,3779,2155,20958,1915,1084,2414,9938,3564,966,4020,14651,5824,7361,41267,49894,3599,1477,1728,35535,46112,4037,4151,2802,24109
242,11372,34591,6320,4599,17046,5131,10518,5795,6598,13273,7224,7105,10499,2435,6667,28863,5271,4994,17476,10302,1366,4147,10537,6343,19847,8819,6816,5426,15428,15017,23628,27596,8018,2844,4945,24456,37235,17695,24604,22696,23266,18756,36084,40114,1799,34194,39717,42494
243,33672,32424,6608,12654,35518,65187,4650,3757,13686,39822,25523,2661,21814,9856,8899,24972,7617,7967,27243,29748,17628,24016,30167,11331,7774,21240,27184,28543,14362,36999,26662,3121,11075,15806,4980,8261,2172,10482,19546,11168,18365,14801,29817,15182,18727,5499,16308,7952
244,9491,1283,11466,65705,39687,3831,7442,43809,2058,73246,3655,1154,1046,1966,39081,6907,43579,47249,3745,11887,8218,1978,7728,3081,1154,36319,23748,1037,12291,8242,11244,17103,14656,3618,62327,5836,36294,29138,1370,8467,41007,18238,85161,42087,1624,6926,3056,88579
245,5209,16472,10196,7011,7625,5181,4730,6134,8301,11539,10810,7973,7942,21755,7494,27016,28286,7550,9686,10417,4916,5401,8407,9380,15873,4525,4388,7299,29602,6256,10044,8145,6733,4400,5816,33922,8437,8531,28557,24653,6942,6881,8103,7593,9878,6048,7794,11705
246,19270,1414,5619,35176,16878,3368,32115,10637,6757,4623,28160,3153,6314,13031,20369,6979,2258,1723,4440,10556,13539,13410,7073,4901,4357,7832,3338,1692,1312,31290,4185,5752,3712,52112,939,7827,1531,24747,20465,5181,5308,1873,2231,15594,8086,19949,10835,11222
247,1960,18878,8401,3710,10839,5244,13739,19551,6943,4949,5294,10609,7568,8481,6093,9357,8241,5679,9336,3701,5739,6764,2944,8022,21079,10526,3538,4755,5597,4674,8510,5795,11479,5521,5088,15336,4949,14976,5965,4696,8718,7493,4910,7012,4490,5600,5348,6264
248,11590,9730,6600,5940,6827,6725,8897,31066,9829,4985,5426,6809,35532,6899,5833,7377,2489,18766,5996,2842,16117,3413,49235,7421,22283,29467,2192,25129,13426,4017,5389,15569,7404,31340,37026,26431,6891,23811,2160,34108,18169,10036,10852,4923,8016,8552,4168,5256
249,8136,5294,5831,16471,1322,3398,17023,8735,4430,5606,34873,5904,33967,11474,6135,33984,3254,25091,21894,8054,24294,1793,10019,31717,10964,29907,13496,1268,34334,6417,31721,2079,30333,3065,14916,13317,16715,3351,7568,8499,6926,19116,3055,18918,2736,38117,5978,27309
250,37765,6657,5017,15416,4710,6113,783,20037,7218,6296,16004,7671,7010,8249,2606,5445,8686,7258,8483,16562,5489,9800,12229,6079,6725,6970,11500,16302,5108,3859,5157,11058,9734,21830,4775,5077,9770,5965,7917,3751,4600,8649,11199,5045,13164,4630,14017,8453
251,4001,9279,8693,35142,2508,3976,3309,44819,8977,25437,70059,39753,6563,1285,2245,2073,1748,12561,1281,1588,3791,5425,5676,3312,7353,2928,80780,76517,2040,5071,2844,43144,6645,68537,7068,18355,6273,40306,79721,5410,52072,43643,36934,8644,3874,70010,7502,73468
252,31759,9567,3472,34210,6500,4962,6731,26604,3619,14719,3697,10822,5171,6045,7063,24661,7605,8287,29795,4195,13516,13325,4931,22822,12710,10369,13340,5773,7107,2527,16066,15672,46471,15594,6859,8263,2689,6351,3922,4940,16679,4601,6247,23714,7093,17603,2529,19289
253,9284,21252,26169,10507,7430,4268,5740,6401,4122,4489,12711,5930,31095,7110,9191,22819,18116,3190,8307,7485,5063,7170,6765,3480,9168,20761,17935,3830,2860,3468,4973,34655,3678,5544,13360,4883,2446,2988,4708,5922,2238,4133,8593,6868,10873,24455,3576,15650
254,5981,29016,45068,7993,7981,10463,6244,41509,4705,10478,8023,15633,4938,11231,44095,6741,19718,22088,9781,56650,5227,3496,4928,36714,6429,4008,2565,29311,5102,20589,29438,44967,33844,39887,26957,2826,35409,20778,18928,23171,44209,29954,41068,22448,19437,19929,8400,8574
255,11305,6282,18326,5195,43734,6798,4159,59772,66009,1333,54108,56526,57770,10417,11636,63912,59077,2815,4704,15029,12305,10792,6982,9633,22321,5186,8648,40877,44903,55868,4676,2919,36418,2555,4831,5043,7435,25091,62771,44768,50999,68468,4345,7449,45185,37616,70080,5669
256,5478,29430,144519,12793,17990,11358,18717,3786,5930,7403,4556,12184,4970,10650,114296,53394,11129,44408,846,7440,39954,43832,32370,4891,9563,64499,7399,6708,3644,11114,10031,7343,1976,6243,7011,21137,15955,10149,1369,5586,7927,3579,6601,8855,9908,8477,9092,6532
257,10942,7788,240990,235408,240907,6862,3985,2196,5264,37394,3164,11479,243565,241801,2662,26409,236582,1300,10856,41530,5526,14503,241071,240741,1024,27450,132192,8484,17794,3937,36448,1868,7379,18875,850,19052,177485,37168,12121,165136,237850,8171,243280,1321,216889,134586,11966,1792
258,11431,9090,6617,6168,13062,22259,2246,20219,24059,37934,11108,9922,10530,22471,4247,13149,17034,8861,4528,5039,27150,6876,5466,11890,3417,1754,3059,11035,4493,9448,19926,31709,15521,2744,6208,5380,18587,8228,3790,2578,27799,21691,31421,40701,12756,44727,4224,8138
259,49000,6585,3483,7393,6090,2906,2755,10650,5074,12449,6263,5939,20845,7724,5373,18241,18180,4563,4020,20116,4233,40953,20711,5368,6425,32214,19626,8237,22960,10134,12187,5474,32060,8248,9510,17976,35033,7858,8552,2282,3510,4633,4965,7864,11378,5480,12619,11668
260,4931,35022,2433,13353,22846,5657,15562,25259,5168,16098,16370,5196,5662,4638,9415,7355,1700,10459,7516,10386,5260,6304,6271,29596,15366,4211,2154,7690,24208,26559,26494,19587,7869,12521,2160,5347,5966,14745,7997,5070,26397,7982,11477,16457,11221,8325,6806,8511
261,4204,10671,11267,6432,9981,49820,2343,8192,29504,2991,2739,6398,6252,48550,6982,2739,61334,6083,4067,18582,3015,5122,1267,1660,3000,9160,1499,41616,9239,12330,3108,4545,3851,10254,61680,33938,5711,15628,9363,6928,9426,4505,1250,7142,9208,7137,12860,9857
262,4591,13045,8289,27442,12568,5787,8079,20109,30976,18610,30814,9632,11268,20420,6692,4170,9134,12042,3960,15336,827,11062,3125,6162,3497,5858,13281,7752,6923,19911,48681,43793,29033,19765,15342,6059,31272,26683,9509,11115,25891,13552,5058,23920,8583,28876,7057,25140
263,7122,75104,98395,8482,3609,12281,6177,6167,8429,88361,3516,76339,25355,83940,115729,6169,15739,72380,98553,4811,27063,2532,99535,54449,5234,14053,18201,28345,98906,9214,43362,9167,36225,17644,16020,12010,110688,6452,7600,3183,18992,35642,6016,32953,8401,34284,89481,4078
264,18385,10693,5315,40816,4816,61672,68770,71152,62928,62166,71164,16978,11764,4868,16580,20036,5211,8727,6443,9338,13755,7856,5023,2061,66907,3106,61641,58382,4508,67821,21652,33098,50219,36386,18869,3130,10410,59599,4411,58945,59022,74943,17022,59032,59389,3861,45716,57191
265,9866,7758,7931,8436,18813,115326,13605,10303,16501,17486,6563,16304,6106,6943,21255,13119,5696,10458,9646,3820,9352,5499,12762,9745,9007,22016,9335,16317,14932,7721,57899,80258,8303,19830,9329,11161,16894,15742,25494,22087,63254,6897,5902,20619,26484,6900,10649,24930
266,4218,6283,3723,2325,2737,8469,16240,9225,7098,9466,5285,13948,4873,6840,4735,1487,5262,47078,36984,11243,45319,15835,8657,4345,12869,5923,10455,8014,3024,13822,9638,11667,16423,14757,8729,5202,19540,5613,16623,10695,5062,6890,5286,12314,2980,11283,6341,8107
267,20618,6551,9149,8386,5338,6405,45366,5179,7562,19650,7515,12075,9986,6970,6891,40925,10940,8068,46164,60384,11208,6251,35514,14281,14270,6951,3019,8865,17491,6895,27160,102393,7917,13026,5308,5673,60216,13947,5750,10599,90904,100294,43587,14103,56959,49501,11344,7722
268,39633,38655,31753,26454,8417,14636,83150,18733,9966,16486,7477,6689,13122,29811,12910,22361,4584,2439,8592,13162,9246,29460,23268,12923,15659,4312,7433,5716,4916,1404,5749,14376,2209,39667,8626,3444,10484,9153,16667,5614,5542,4127,22127,5236,3941,8049,6116,4414
269,6611,2376,3859,11900,8402,5089,9596,5382,10895,6355,9854,5204,13197,9673,6658,8458,2408,8291,12284,27566,863,2434,12331,13189,12243,8746,11121,37616,18768,53838,2212,10408,6565,63926,8792,2632,4776,9199,3945,15861,3632,4455,8237,5784,63763,6718,7754,8200
270,14946,10151,8064,5296,10550,57773,5931,35670,14074,1109,18485,9511,11455,8722,8683,3912,14622,19212,10572,8742,7864,7131,17771,10111,16149,4029,9584,19449,7404,11039,8833,10376,2650,11754,9483,33339,30705,13319,16723,8835,8314,33319,8873,2618,12707,3108,9138,6779
271,7490,11431,12287,33234,2802,13159,15095,10329,42682,27444,42803,11844,5395,23698,34277,27034,30033,18738,11658,4140,13327,25315,14842,41540,13920,33948,20258,36572,7968,6147,5418,15785,3670,28790,3119,3767,10316,24718,7745,26720,2356,17373,10223,36810,23045,44126,10555,13404
272,10441,12092,11461,3686,9205,11471,4623,7170,6988,6167,10637,7700,13940,10101,7339,9574,15218,3277,9369,9330,8887,8302,6412,7755,12151,9215,12317,2510,12161,4270,5517,5305,3728,14297,10904,5080,6283,7318,4760,6959,9642,8527,12068,14025,9900,30655,17127,11604
273,25234,9214,11602,6437,2079,11980,14276,17585,9296,3447,6212,11728,4800,6472,12014,11405,28363,11367,6526,5850,6783,4335,17002,4638,30971,13327,5260,23388,4695,19214,3884,5239,31912,11941,26651,12761,5909,19625,9975,8874,12887,9078,23782,3782,33301,7258,12178,3941
274,11090,8523,10931,6883,8582,14966,9270,8984,12915,6277,13192,35929,4485,14246,9162,6112,10367,11385,6809,9837,8371,36496,6128,12346,16090,5242,15429,10732,41234,6303,50960,42203,6046,7424,15529,9073,16513,6138,28177,3445,15471,19661,11149,5448,13667,7255,8621,5289
275,3609,10299,10921,15178,9355,5674,7382,11519,2810,3440,25463,9230,12990,5230,7527,6489,4815,11713,10571,7301,4205,24144,7591,6708,2742,5198,5203,10079,5382,12944,11224,13981,31121,5297,4003,12562,3616,27524,7978,12955,8888,8457,33051,2809,5345,27165,12064,30271
276,7063,18023,13014,10487,6980,10819,4844,4129,6765,13603,5597,4849,19918,13807,5461,4332,3252,2421,29573,9775,5633,13998,4990,34052,16536,12359,7215,3112,25815,5007,16206,3268,1783,8604,7537,2389,4275,29441,1216,11123,20901,31033,5238,3073,6652,11559,7841,13069
277,9610,1230,37628,24116,6850,8171,6758,34570,6044,6265,4907,16316,1100,6633,28384,1888,5266,37198,4064,3663,3957,32895,4411,3378,1614,15624,12126,1604,2287,1372,5233,13788,6239,33884,35092,7531,28651,5986,7327,5069,5472,10851,2425,15602,24011,33738,6790,1865
278,19300,63070,35176,17564,1691,1310,8108,29876,3385,11594,10405,4925,5515,7758,47383,27603,38504,38934,4015,62258,17809,27823,75321,48563,60816,40464,33856,1287,36670,63573,21387,3172,31589,26278,34215,5513,15132,23935,49422,3325,3372,9539,26827,14776,53153,26627,11608,18273
279,5422,15555,6286,10531,4529,9601,6430,50520,3639,16091,22805,7679,7013,7477,21820,8604,3529,10250,12267,8868,15472,3154,2955,7072,5971,25020,3782,22434,8113,8539,7189,23508,7151,1945,6261,4127,5314,54507,2867,7247,5931,54310,11616,4765,3808,29497,57717,5317
280,1991,46335,4075,18655,60952,15894,2021,41727,23486,2697,8575,6510,42584,4862,16222,5920,9658,4869,6181,7159,18099,5196,14685,5993,10104,23388,28361,50406,46378,6681,1540,7788,15428,4929,12761,10947,12379,12987,47395,86578,10792,6023,84372,3514,66285,18306,9069,19783
281,7121,24259,10309,8678,1867,2751,11842,14199,9803,103657,64513,2757,8956,21539,7533,4625,12873,10026,5257,44196,16276,2167,6990,5232,82413,22984,123383,108769,6968,84476,11032,5012,6136,105441,1070,3582,5367,66106,2828,6367,14345,7380,4359,21450,86318,92761,9096,47939
282,4308,35917,30647,39130,45638,129360,18963,75052,36932,21563,31872,68163,20865,97295,39481,64785,6747,33346,8854,41962,39700,29716,40970,63063,28441,43692,30167,41392,49978,28810,17680,10337,8839,71633,35073,41359,64579,8610,34538,6411,64783,105280,6478,5335,81911,10634,11518,21481
283,8107,12387,21416,18236,21556,5600,9403,3606,49654,4902,2348,7133,4906,4529,5505,5804,2337,4366,11946,2500,38922,8632,16811,5485,10527,2247,7581,7157,5379,2032,59910,2840,17649,15833,3424,15130,19359,13331,3695,1824,41533,2221,5407,5270,9653,43149,5724,11309
284,3703,10810,7186,10866,8623,14082,3430,11067,25376,10792,7799,6497,6276,9963,4916,14565,9228,4278,8204,7466,5287,5328,11050,4149,4822,11772,6553,9828,6014,5117,19107,7104,5071,4164,12265,4249,6730,6083,8012,6818,4772,6626,5865,4885,9622,6324,17985,7201
285,25398,8918,5839,19919,6126,9513,5519,17619,1237,16938,18811,2739,53651,2674,13687,6589,10764,68602,8906,32224,25940,3661,1452,10803,3302,5414,4307,6290,10125,40458,10402,8341,7759,33001,4901,6842,8545,9152,1924,35099,9256,5270,10002,8688,37937,9980,14643,8837
286,8605,2532,11837,4820,20923,26772,37951,1830,8724,16234,17471,10486,8795,1625,13133,5150,6750,29198,8133,7333,9445,5729,9548,5823,8160,15739,6137,33495,52959,29655,22933,13529,2911,13656,5380,7045,12118,27161,3079,6902,2426,28266,28094,23512,13821,14893,3386,4931
287,26027,24721,10901,24615,2429,7519,6198,26461,2023,18861,24116,7823,8555,7005,10859,10288,2358,3421,7461,2495,12366,6251,9092,19948,9886,4692,10575,10333,5940,10570,2282,945,10210,6324,5672,4873,30795,11418,4143,4000,7980,9200,6972,4156,13027,5735,8942,15020
288,5043,3222,8376,7505,30665,9188,5061,7275,6521,10642,11562,19631,5321,30581,51727,3620,13434,14191,1661,13008,5917,20306,12684,6041,7061,24659,8242,8137,26075,8972,5831,5949,7348,12999,7611,3008,5875,5043,12716,7146,6292,17071,5836,24953,5509,14693,16011,7930
289,5157,7474,4928,7343,4195,12288,14043,6685,10471,12722,5724,3153,13410,8326,11755,9801,6375,10738,28795,8169,10528,7725,12788,14143,4460,6327,8883,13664,6375,5435,3280,3475,13288,16046,9014,24814,12151,11151,7418,11295,13196,3462,12690,8430,5372,6194,8102,7434
290,5734,10354,11668,10379,27307,14825,7108,23190,5485,2819,2754,7420,9415,19214,30626,27681,7908,28385,25988,5790,9343,2745,5579,16623,5231,6324,13827,2190,7536,15894,11120,8947,13835,14674,20572,9074,11538,11412,23887,10145,5139,6045,24387,18214,2767,12246,17999,6002
291,10958,16019,26090,14420,29824,43419,22159,3660,2360,8252,8951,44586,3351,10538,8471,5993,14252,23302,18015,8831,21963,11046,14530,20751,3062,8764,10353,4282,11666,10796,5713,8180,3546,4783,13242,6596,5564,15305,4755,4955,3814,4077,5388,8258,12799,8401,2336,4008
292,1327,32200,6815,9040,32705,27416,12504,20638,10047,5626,4749,24812,5529,6101,41331,6951,9138,7089,42225,7076,6434,2611,13804,2459,9803,5426,5793,5245,4872,20326,6909,8940,10057,8174,5426,5710,5334,6371,4663,10679,5909,5896,12718,8975,10777,16918,7255,27444
293,4525,14982,10299,7733,13324,5356,38615,8853,33765,8921,5513,18592,5557,41545,5744,13805,23140,7450,6658,5044,26369,16302,8786,15564,10906,37122,9860,4729,7231,6147,10342,6774,27217,5862,7733,18386,3699,5213,16167,10998,6178,7349,7094,18366,11711,7576,22537,5331
294,8859,20162,5630,19617,9675,4655,4429,7008,9075,9132,5592,17770,10325,8899,8122,12309,5274,9864,8008,29669,13889,9547,7109,10455,10601,9332,5042,6120,10130,17754,13741,2820,6102,6278,24094,27770,19497,14809,10843,31048,6132,24105,9731,4102,22862,8014,4169,3896
295,17178,7991,4975,3682,6671,7576,2358,3108,2678,8212,2977,10743,11285,3919,6791,11282,5633,7028,9494,6869,12333,4019,7063,4070,10313,5199,5087,3377,13493,4088,9825,8146,7590,6081,3635,3449,6172,18921,7372,3234,4329,5947,6862,10382,3154,3546,11428,38713
296,14077,6625,45425,5349,9028,5945,7732,1760,3474,1787,4889,7234,8901,3256,23017,8105,2398,3373,11240,4582,5060,11920,12185,5454,12670,7453,30188,19709,2447,10506,56607,4549,3847,7961,5730,2041,33538,4522,3881,10034,8818,35486,2396,3177,11228,3486,4187,2787
297,7201,6533,4469,29533,15130,12536,26240,16697,2130,2910,15955,28913,5250,9700,54103,52878,26516,10237,24455,19191,20630,5802,15818,26693,25893,11349,12217,22819,5253,5148,34435,17673,9895,28581,19425,3136,4937,17200,2004,24446,15543,10105,9065,18846,10206,24649,3866,18489
298,7629,35892,27583,5916,18721,7742,25464,5721,9758,7275,8625,11987,2090,2478,14223,4840,28465,10408,4920,12200,23602,6397,29692,16149,9272,21763,7178,8926,19645,4823,1905,6179,4380,21134,7974,10736,17947,8028,37452,32867,6288,1443,4376,8751,25282,10057,8555,7836
299,7303,4364,4688,4036,42151,4684,1216,2842,4055,42295,36680,2046,1729,5517,6721,2973,8161,3386,17126,14432,3215,3412,2055,8667,5875,3913,2923,3151,39539,7527,9953,11249,8118,3566,1014,10657,7785,2206,12515,2114,7853,4952,4892,1581,9697,44460,52125,39434
300,3995,11313,26655,4921,4471,6407,10038,20150,5286,2699,1295,14951,5802,2965,32366,6594,34747,3355,7848,6718,9624,5290,9738,32796,10470,3643,4218,13993,3934,5910,6324,1857,17136,10957,12301,9264,2984,10814,2963,11472,1440,6179,13103,5580,5772,11628,3894,4620
301,22311,2720,6385,7121,6939,9089,5453,11819,32161,2041,6095,2246,13085,7025,20001,29847,4699,9484,19396,1251,9231,26470,11715,16714,10890,7444,1334,5994,8273,5016,23853,6544,3618,1804,3822,2638,7356,5460,6319,7806,5910,16802,6805,5030,8386,3788,27943,9123
302,7989,11425,9653,5061,8906,8036,6058,5228,12670,13193,8594,8481,9781,11075,10155,11243,11379,4366,10625,12677,19647,6254,4808,10734,14002,16930,11601,5612,7494,8825,5458,6501,15966,8646,15828,12574,10248,4476,3950,6531,3865,2282,5734,13711,8787,10694,6642,5482
303,20884,8107,38424,51028,5869,3621,4800,4729,1750,6684,5585,6637,2289,4260,4668,5165,4995,15380,26413,50380,43012,2251,5670,30331,44836,2771,1894,57943,38523,1968,48965,40478,9775,9399,68445,2062,6533,48631,31939,2969,2408,27987,57727,4086,39645,47855,6129,62537
304,8102,4460,13653,1943,37925,1037,8160,5477,8362,13347,14419,6433,15971,28296,9492,4484,27572,4998,1849,8593,7689,29372,19184,3918,6954,9506,9599,9318,5465,14040,19130,1540,21047,6920,20638,3708,29260,6677,926,23251,26893,2140,8038,30520,9839,6920,2263,7270
305,7893,24674,5602,27690,30774,4297,24152,5659,871,3347,2378,5440,17156,30598,8115,3480,5693,32488,6102,2935,43990,8695,25161,2946,6273,1710,16507,8156,24146,17260,27838,12071,27112,5073,19893,8483,986,7917,2566,28059,14967,3693,28439,30047,28974,2639,6630,18100
306,4880,16278,9814,8576,10294,10137,5889,4014,10328,11893,14218,6385,23141,7498,16804,23913,3600,4790,27588,14020,1975,1946,4405,9932,19307,4264,7165,4392,1086,14448,7246,5836,11973,10855,7892,6062,9401,7666,4195,8207,7001,10590,5357,10920,8064,7635,4587,8767
307,13138,22238,40592,2573,37087,4898,6076,4077,4131,4566,1786,3245,2610,4324,2833,2478,3665,5447,5008,42274,6696,32937,4624,12708,7620,2930,5202,6180,53455,8061,9398,3544,3401,1209,12340,4227,6223,1153,35684,38705,8678,34311,4910,2254,1971,10422,2495,2120
308,6710,61170,5524,36174,4480,2931,7421,12232,40953,29328,35881,7764,21858,16636,12003,1534,29971,49365,28211,25838,15179,39215,4009,2877,34974,17578,5872,25021,48260,1760,2368,6534,1452,17199,16532,15065,2222,7221,4777,32212,50031,1463,29073,40663,1558,30663,5665,39696
309,2763,25974,6212,8101,9500,2419,9388,4668,5974,1936,27128,1600,12363,7580,31364,21776,5824,58960,6022,4615,3339,4189,3632,41120,6129,11083,6236,11650,3127,4659,2629,3686,26819,20374,7546,51729,1067,5392,3283,9680,6461,5096,2515,25522,7456,25334,29146,24765
310,3618,3241,7804,14202,22906,5520,6588,8773,18424,7998,14721,24678,4960,7891,4903,3740,7421,26657,4189,7806,24936,3097,6245,4053,5359,19835,5654,8341,5911,16615,7837,4830,14275,7458,9639,4963,20267,8425,2728,9440,5516,7832,9434,21091,10977,16926,4787,5460
311,4552,4240,4848,8251,30899,29756,8639,5410,7994,5172,9184,10839,8592,5729,12786,4186,3603,7166,7886,17302,5265,5719,24076,12093,29813,13831,21503,25725,8478,36516,28360,8551,4530,5952,29912,4656,5960,16590,9785,27331,9437,27589,6409,3910,29730,12208,6363,15512
312,15133,39285,5135,6893,24471,29025,1493,1720,3587,34092,6790,37539,7134,50417,5731,3714,1678,41101,34126,5869,4446,2575,6717,2846,37723,4998,38070,18851,3144,69618,7873,1953,17141,1599,2446,25408,9271,2534,2818,10218,29826,21508,5550,3023,3662,5225,6731,3722
313,3380,3679,13182,23268,3397,14871,3098,3214,3562,7851,10922,3941,5991,30503,11734,2691,4150,6305,2485,5728,6667,20292,27439,5540,1989,26120,5763,5517,7209,19811,14159,3807,10579,6428,3204,4630,9492,9928,30954,23027,7893,3750,1927,5765,20937,20160,4607,15566
314,25112,3391,32869,7380,40961,4312,11683,80795,62706,11393,36304,21567,5848,3015,19155,5330,2779,1285,1967,56257,6404,16862,54941,1166,76371,4330,6168,68156,3650,5445,57174,7622,91530,78316,62140,4971,32063,58716,21680,66768,45480,8667,60078,69422,77664,29837,24148,29346
315,8707,18093,4920,12875,3758,59757,4923,952,41114,1522,4972,1955,27402,10557,2462,34736,25561,5461,27678,6308,3528,2583,2714,32355,1040,13931,18276,5802,28751,1777,13951,1053,7180,2062,2996,28843,17248,24856,15998,3649,1110,8178,33919,2147,2534,2056,32936,5366
316,32309,9588,4378,4173,17305,2539,41545,3666,18989,5630,4285,6013,3605,5429,4285,10132,4008,6497,6731,2832,13972,11703,34992,15707,6196,2906,4840,5117,19044,20419,9451,1830,7582,7010,35917,1820,7772,9175,28719,47160,7048,4146,13510,5315,3554,11769,12972,2624
317,6598,5512,22938,11647,5910,5506,21392,8807,5734,5006,9673,8051,7892,5881,6292,8122,12503,13099,4998,4782,26962,32980,8282,7353,8440,12679,6154,4724,59358,8678,5488,6476,8028,10450,9539,19405,12324,9555,5892,4683,7621,13230,6324,7542,7475,5814,9121,11564
318,13410,4434,2243,1684,11211,9812,23996,27600,23577,35808,23459,16734,6043,1957,8077,6292,1702,5902,7142,24862,5986,7272,9604,9895,1148,4192,2183,12680,14057,20954,27493,26542,3378,9098,3305,9205,18410,1924,4994,4319,8916,25272,3916,28287,3840,4170,6175,1597
319,19820,3248,11318,9257,4578,3313,3205,18753,7165,20502,7495,3151,31567,8387,9083,34824,4865,8742,27305,8811,4106,8596,8123,2963,4047,9408,2798,4604,1340,10515,13068,18495,13850,12300,6658,13337,3980,15159,13392,10835,9022,13389,23832,11397,9240,10774,12585,12157
320,6843,4462,1419,7452,6923,6907,7114,20569,23425,30983,6844,16526,2360,36794,3385,2303,20898,5962,5274,8179,989,7828,4532,6477,37275,27078,26599,5769,11574,12666,14066,3405,6799,7649,9963,13044,11058,1358,20634,5361,12564,13754,6290,2881,3181,30132,3200,18206
321,20528,26106,29225,5269,2701,3853,35978,5940,5532,25294,6508,9791,31313,1647,2188,9198,6052,5322,3051,22847,5365,24974,43659,6131,5512,1045,40002,1228,15701,10537,19415,6851,41348,1135,36035,4064,1595,27692,3708,2089,9227,9025,5952,10821,15448,1663,2353,6473
322,33853,28345,5059,10412,9775,7410,8154,8880,7803,1804,12419,3365,2765,3589,10066,5620,5155,7723,11192,6961,6929,3839,7497,6424,25715,9768,6647,4013,22097,5946,10773,5787,2723,3962,12023,28967,9117,1544,24842,9753,4736,14810,24170,25569,30494,6763,8119,17237
323,7322,42119,27670,4749,10425,28129,9418,3349,9148,20315,13100,6732,10766,4149,1723,5357,5732,13032,35102,7922,5274,24240,19393,23346,15294,24825,32108,11274,40781,9080,1295,1281,8684,17102,3022,7558,15163,17187,7925,8985,2864,9180,6494,23622,17640,1037,1966,1283
324,37233,6949,5798,16624,4317,29453,5783,4065,9208,13805,9725,19007,8056,9193,9912,6575,7221,8619,10488,9037,4987,10290,6073,10652,5762,9722,5960,5720,7779,3315,22981,2610,5397,4377,14530,11833,2409,5451,4847,9884,7310,1506,7594,7479,7180,11909,9607,19906
